feature_idx,activation_count,freq,mean_when_active,max_activation,is_alive
511,94,0.000316,0.028497,0.040253,True
512,1,3e-06,0.034707,0.034707,True
513,0,0.0,0.0,0.0,False
514,2,7e-06,0.01611,0.024404,True
515,5,1.7e-05,0.01083,0.011148,True
516,12,4e-05,0.061537,0.107302,True
517,0,0.0,0.0,0.0,False
518,0,0.0,0.0,0.0,False
519,1,3e-06,0.006721,0.006721,True
520,215,0.000723,0.019707,0.056154,True
521,1,3e-06,0.014943,0.014943,True
522,12,4e-05,0.00791,0.020663,True
523,1,3e-06,0.011716,0.011716,True
524,0,0.0,0.0,0.0,False
525,2,7e-06,0.0177,0.023734,True
526,120,0.000404,0.053524,0.135978,True
527,2,7e-06,0.020687,0.021786,True
528,24,8.1e-05,0.002943,0.010864,True
529,22134,0.074426,0.092547,0.308546,True
530,2,7e-06,0.010775,0.010775,True
531,1,3e-06,0.038301,0.038301,True
532,17,5.7e-05,0.013986,0.036277,True
533,0,0.0,0.0,0.0,False
534,445,0.001496,0.043883,0.110773,True
535,2,7e-06,0.011756,0.013014,True
536,0,0.0,0.0,0.0,False
537,35,0.000118,0.022642,0.030408,True
538,25915,0.08714,0.557071,0.70659,True
539,0,0.0,0.0,0.0,False
540,0,0.0,0.0,0.0,False
541,2,7e-06,0.007635,0.008734,True
542,62,0.000208,0.018779,0.040914,True
543,335,0.001126,0.031908,0.049411,True
544,0,0.0,0.0,0.0,False
545,2,7e-06,0.021267,0.021778,True
546,419,0.001409,0.108726,0.143576,True
547,0,0.0,0.0,0.0,False
548,0,0.0,0.0,0.0,False
549,41,0.000138,0.012198,0.030879,True
550,85,0.000286,0.00443,0.007119,True
551,0,0.0,0.0,0.0,False
552,0,0.0,0.0,0.0,False
553,1,3e-06,0.009279,0.009279,True
554,21929,0.073737,0.081339,0.379667,True
555,620,0.002085,0.042421,0.087412,True
556,0,0.0,0.0,0.0,False
557,31915,0.107315,0.192928,0.396443,True
558,2,7e-06,0.008989,0.008989,True
559,15,5e-05,0.013265,0.042936,True
560,0,0.0,0.0,0.0,False
561,1,3e-06,0.037295,0.037295,True
562,0,0.0,0.0,0.0,False
563,4,1.3e-05,0.009688,0.02535,True
564,7,2.4e-05,0.011935,0.019117,True
565,240,0.000807,0.005988,0.019364,True
566,5,1.7e-05,0.0116,0.017625,True
567,1,3e-06,0.005434,0.005434,True
568,3,1e-05,0.008504,0.008504,True
569,5,1.7e-05,0.012903,0.016771,True
570,130822,0.439893,0.087323,0.229542,True
571,0,0.0,0.0,0.0,False
572,0,0.0,0.0,0.0,False
573,5,1.7e-05,0.011112,0.025254,True
574,0,0.0,0.0,0.0,False
575,1,3e-06,0.020892,0.020892,True
576,0,0.0,0.0,0.0,False
577,1,3e-06,0.007534,0.007534,True
578,4,1.3e-05,0.019811,0.019934,True
579,1741,0.005854,0.112655,0.152969,True
580,50,0.000168,0.034033,0.049611,True
581,132,0.000444,0.094256,0.141481,True
582,1,3e-06,0.024746,0.024746,True
583,191,0.000642,0.039982,0.109039,True
584,62,0.000208,0.034181,0.051875,True
585,1871,0.006291,0.201217,0.260033,True
586,1,3e-06,0.018848,0.018848,True
587,1,3e-06,0.011607,0.011607,True
588,0,0.0,0.0,0.0,False
589,0,0.0,0.0,0.0,False
590,550,0.001849,0.034533,0.085516,True
591,2,7e-06,0.015499,0.016152,True
592,2,7e-06,0.003884,0.003884,True
593,26185,0.088048,0.071732,0.308163,True
594,4,1.3e-05,0.0078,0.010614,True
595,818,0.002751,0.028606,0.083078,True
596,38,0.000128,0.03161,0.048737,True
597,6,2e-05,0.048047,0.07512,True
598,9814,0.033,0.163707,0.239834,True
599,266,0.000894,0.129631,0.174082,True
600,2,7e-06,0.028771,0.031551,True
601,0,0.0,0.0,0.0,False
602,191,0.000642,0.042795,0.086372,True
603,13,4.4e-05,0.0076,0.020121,True
604,2,7e-06,0.027927,0.030784,True
605,1,3e-06,0.007003,0.007003,True
606,1,3e-06,0.016225,0.016225,True
607,2,7e-06,0.014778,0.014778,True
608,0,0.0,0.0,0.0,False
609,0,0.0,0.0,0.0,False
610,0,0.0,0.0,0.0,False
611,9850,0.033121,0.04012,0.097715,True
612,0,0.0,0.0,0.0,False
613,0,0.0,0.0,0.0,False
614,6274,0.021097,0.114251,0.21108,True
615,17,5.7e-05,0.034874,0.052814,True
616,0,0.0,0.0,0.0,False
617,1,3e-06,0.022688,0.022688,True
618,1,3e-06,0.0096,0.0096,True
619,1343,0.004516,0.042016,0.098484,True
620,1152,0.003874,0.040294,0.080701,True
621,11,3.7e-05,0.023934,0.038333,True
622,1,3e-06,0.00799,0.00799,True
623,4697,0.015794,0.074009,0.186327,True
624,611,0.002055,0.039714,0.064517,True
625,3038,0.010215,0.029108,0.057659,True
626,1086,0.003652,0.051283,0.126615,True
627,22371,0.075223,0.086979,0.33101,True
628,0,0.0,0.0,0.0,False
629,111,0.000373,0.042018,0.08638,True
630,13518,0.045455,0.257656,0.338805,True
631,0,0.0,0.0,0.0,False
632,26026,0.087513,0.255275,0.378373,True
633,0,0.0,0.0,0.0,False
634,17,5.7e-05,0.006099,0.016846,True
635,1,3e-06,0.012222,0.012222,True
636,6,2e-05,0.009934,0.028571,True
637,418,0.001406,0.038355,0.078133,True
638,1142,0.00384,0.055714,0.215714,True
639,22641,0.076131,0.074479,0.257567,True
640,1,3e-06,0.021483,0.021483,True
641,4,1.3e-05,0.015942,0.03034,True
642,33447,0.112467,0.066901,0.288756,True
643,107,0.00036,0.052466,0.07704,True
644,339,0.00114,0.033373,0.1601,True
645,382,0.001284,0.047428,0.103869,True
646,18,6.1e-05,0.012242,0.029569,True
647,3,1e-05,0.006333,0.009574,True
648,6,2e-05,0.010869,0.01604,True
649,0,0.0,0.0,0.0,False
650,29,9.8e-05,0.011265,0.024734,True
651,104,0.00035,0.071307,0.139556,True
652,123,0.000414,0.002789,0.016542,True
653,1175,0.003951,0.038296,0.098055,True
654,1435,0.004825,0.034463,0.096309,True
655,764,0.002569,0.09644,0.134621,True
656,504,0.001695,0.026704,0.085917,True
657,123000,0.413591,0.070938,0.26203,True
658,5601,0.018834,0.103832,0.145275,True
659,0,0.0,0.0,0.0,False
660,2,7e-06,0.008468,0.013985,True
661,201,0.000676,0.085747,0.161655,True
662,138,0.000464,0.028929,0.042027,True
663,10,3.4e-05,0.019683,0.086656,True
664,272,0.000915,0.063483,0.104337,True
665,0,0.0,0.0,0.0,False
666,64026,0.215289,0.119629,0.265065,True
667,1,3e-06,0.002948,0.002948,True
668,118346,0.397942,0.13143,0.422863,True
669,1,3e-06,0.031114,0.031114,True
670,103,0.000346,0.013654,0.024809,True
671,122,0.00041,0.03418,0.073379,True
672,628,0.002112,0.171019,0.493585,True
673,0,0.0,0.0,0.0,False
674,3,1e-05,0.003633,0.006044,True
675,6,2e-05,0.094569,0.107814,True
676,5,1.7e-05,0.012591,0.021319,True
677,142,0.000477,0.006369,0.020484,True
678,2,7e-06,0.006363,0.010279,True
679,2,7e-06,0.021746,0.021746,True
680,2,7e-06,0.015913,0.015913,True
681,19,6.4e-05,0.004353,0.007309,True
682,136045,0.457456,0.093624,0.303687,True
683,1205,0.004052,0.226445,0.282479,True
684,0,0.0,0.0,0.0,False
685,0,0.0,0.0,0.0,False
686,3044,0.010236,0.156515,0.175626,True
687,4,1.3e-05,0.009996,0.014219,True
688,4,1.3e-05,0.012191,0.022031,True
689,23002,0.077345,0.241343,0.359181,True
690,0,0.0,0.0,0.0,False
691,0,0.0,0.0,0.0,False
692,1,3e-06,0.034555,0.034555,True
693,0,0.0,0.0,0.0,False
694,815,0.00274,0.029666,0.073894,True
695,0,0.0,0.0,0.0,False
696,1,3e-06,0.003422,0.003422,True
697,1,3e-06,0.046013,0.046013,True
698,0,0.0,0.0,0.0,False
699,0,0.0,0.0,0.0,False
700,0,0.0,0.0,0.0,False
701,0,0.0,0.0,0.0,False
702,54,0.000182,0.059989,0.089242,True
703,1,3e-06,0.024329,0.024329,True
704,4,1.3e-05,0.017676,0.020045,True
705,658,0.002213,0.09758,0.147369,True
706,1,3e-06,0.011208,0.011208,True
707,2,7e-06,0.011702,0.012495,True
708,57,0.000192,0.034573,0.0743,True
709,10,3.4e-05,0.005715,0.020616,True
710,1,3e-06,0.017278,0.017278,True
711,6,2e-05,0.026133,0.034345,True
712,251432,0.845448,0.158698,0.435319,True
713,27582,0.092745,0.527986,0.764413,True
714,28805,0.096858,0.106182,0.437459,True
715,224744,0.755709,0.040523,0.157141,True
716,0,0.0,0.0,0.0,False
717,137,0.000461,0.07752,0.146046,True
718,0,0.0,0.0,0.0,False
719,23974,0.080613,0.535204,0.719764,True
720,270,0.000908,0.05914,0.194344,True
721,23560,0.079221,0.588883,0.800261,True
722,0,0.0,0.0,0.0,False
723,50,0.000168,0.041633,0.052651,True
724,46,0.000155,0.012407,0.020832,True
725,1,3e-06,0.011722,0.011722,True
726,3,1e-05,0.01354,0.017154,True
727,1,3e-06,0.015264,0.015264,True
728,161,0.000541,0.035267,0.107704,True
729,363,0.001221,0.055145,0.104189,True
730,22,7.4e-05,0.015823,0.019206,True
731,2,7e-06,0.012735,0.016192,True
732,1,3e-06,0.013711,0.013711,True
733,2167,0.007287,0.139686,0.198613,True
734,0,0.0,0.0,0.0,False
735,91,0.000306,0.058857,0.091518,True
736,296393,0.996631,0.38757,0.99468,True
737,0,0.0,0.0,0.0,False
738,0,0.0,0.0,0.0,False
739,1,3e-06,0.01875,0.01875,True
740,0,0.0,0.0,0.0,False
741,119,0.0004,0.050378,0.079105,True
742,1,3e-06,0.008222,0.008222,True
743,21545,0.072446,0.093819,0.376332,True
744,7,2.4e-05,0.013923,0.017533,True
745,7609,0.025586,0.210132,0.445581,True
746,109,0.000367,0.118102,0.15777,True
747,0,0.0,0.0,0.0,False
748,36,0.000121,0.0058,0.013649,True
749,2,7e-06,0.013292,0.015138,True
750,0,0.0,0.0,0.0,False
751,4,1.3e-05,0.009136,0.009519,True
752,0,0.0,0.0,0.0,False
753,22243,0.074793,0.087737,0.320646,True
754,1,3e-06,0.013702,0.013702,True
755,3,1e-05,0.00457,0.005084,True
756,4,1.3e-05,0.015226,0.036087,True
757,11,3.7e-05,0.037394,0.058857,True
758,10477,0.035229,0.16044,0.239706,True
759,0,0.0,0.0,0.0,False
760,3,1e-05,0.052341,0.124358,True
761,0,0.0,0.0,0.0,False
762,0,0.0,0.0,0.0,False
763,12,4e-05,0.010778,0.01996,True
764,75,0.000252,0.10202,0.343941,True
765,1,3e-06,0.029731,0.029731,True
766,1,3e-06,0.021644,0.021644,True
767,1606,0.0054,0.073376,0.126547,True
768,3,1e-05,0.002889,0.003453,True
769,0,0.0,0.0,0.0,False
770,1668,0.005609,0.059318,0.177526,True
771,160941,0.541169,0.137468,0.554839,True
772,11,3.7e-05,0.003347,0.005976,True
773,268,0.000901,0.020912,0.039715,True
774,6,2e-05,0.018678,0.027515,True
775,4,1.3e-05,0.003938,0.005126,True
776,297395,1.0,0.829992,1.241955,True
777,0,0.0,0.0,0.0,False
778,1,3e-06,0.021113,0.021113,True
779,2,7e-06,0.004396,0.004408,True
780,1465,0.004926,0.03525,0.076808,True
781,2,7e-06,0.01393,0.016824,True
782,1,3e-06,0.018476,0.018476,True
783,1,3e-06,0.020584,0.020584,True
784,134,0.000451,0.024987,0.037045,True
785,239843,0.80648,0.286531,0.809243,True
786,24199,0.08137,0.460202,0.615413,True
787,6,2e-05,0.033129,0.038423,True
788,240530,0.80879,0.195265,0.625104,True
789,6,2e-05,0.010404,0.014853,True
790,651,0.002189,0.033194,0.05447,True
791,167,0.000562,0.101936,0.129127,True
792,81,0.000272,0.014286,0.026782,True
793,196,0.000659,0.035725,0.07955,True
794,2,7e-06,0.007786,0.008707,True
795,4,1.3e-05,0.023582,0.034399,True
796,9,3e-05,0.014494,0.033028,True
797,2318,0.007794,0.032071,0.08276,True
798,2,7e-06,0.036426,0.036426,True
799,817,0.002747,0.08739,0.21875,True
800,4149,0.013951,0.177985,0.213386,True
801,0,0.0,0.0,0.0,False
802,4266,0.014345,0.036058,0.168282,True
803,40,0.000135,0.02704,0.061868,True
804,0,0.0,0.0,0.0,False
805,4,1.3e-05,0.012486,0.014331,True
806,121,0.000407,0.070331,0.136539,True
807,21820,0.07337,0.303226,0.391236,True
808,14974,0.050351,0.269617,0.36422,True
809,129347,0.434933,0.170474,0.473258,True
810,425,0.001429,0.028106,0.056107,True
811,1,3e-06,0.008008,0.008008,True
812,2,7e-06,0.014566,0.021565,True
813,2,7e-06,0.010722,0.0136,True
814,3,1e-05,0.02409,0.02409,True
815,0,0.0,0.0,0.0,False
816,1,3e-06,0.010504,0.010504,True
817,77,0.000259,0.023588,0.080749,True
818,38,0.000128,0.006112,0.020333,True
819,852,0.002865,0.131346,0.190976,True
820,2,7e-06,0.008822,0.009951,True
821,4,1.3e-05,0.022375,0.023608,True
822,0,0.0,0.0,0.0,False
823,74377,0.250095,0.058815,0.167066,True
824,1,3e-06,0.001114,0.001114,True
825,1,3e-06,0.004857,0.004857,True
826,0,0.0,0.0,0.0,False
827,258982,0.870835,0.221929,0.596471,True
828,4,1.3e-05,0.017356,0.020537,True
829,1,3e-06,0.017191,0.017191,True
830,3741,0.012579,0.150214,0.268906,True
831,0,0.0,0.0,0.0,False
832,105,0.000353,0.019826,0.054303,True
833,2695,0.009062,0.05255,0.110431,True
834,2,7e-06,0.013273,0.01345,True
835,42,0.000141,0.049527,0.072536,True
836,702,0.00236,0.040475,0.123906,True
837,1795,0.006036,0.132604,0.184019,True
838,4269,0.014355,0.150593,0.234193,True
839,49,0.000165,0.014015,0.030185,True
840,372,0.001251,0.035505,0.057014,True
841,8,2.7e-05,0.020595,0.031497,True
842,126,0.000424,0.017164,0.037538,True
843,0,0.0,0.0,0.0,False
844,7,2.4e-05,0.007732,0.00824,True
845,161,0.000541,0.078867,0.109139,True
846,8,2.7e-05,0.028176,0.055934,True
847,789,0.002653,0.19137,0.21016,True
848,0,0.0,0.0,0.0,False
849,2,7e-06,0.030349,0.030825,True
850,290216,0.97586,0.274522,0.879254,True
851,101052,0.339791,0.053406,0.1803,True
852,11,3.7e-05,0.053769,0.057818,True
853,0,0.0,0.0,0.0,False
854,7,2.4e-05,0.015699,0.041799,True
855,0,0.0,0.0,0.0,False
856,82,0.000276,0.087016,0.184279,True
857,16,5.4e-05,0.03118,0.053491,True
858,10191,0.034268,0.194559,0.292264,True
859,1,3e-06,0.015257,0.015257,True
860,19,6.4e-05,0.006352,0.024705,True
861,2,7e-06,0.012216,0.012216,True
862,0,0.0,0.0,0.0,False
863,86,0.000289,0.04872,0.066356,True
864,1,3e-06,0.06474,0.06474,True
865,0,0.0,0.0,0.0,False
866,1295,0.004354,0.203077,0.251533,True
867,46,0.000155,0.038217,0.083971,True
868,188,0.000632,0.037361,0.094259,True
869,32,0.000108,0.044641,0.058786,True
870,123961,0.416823,0.127632,0.579475,True
871,2,7e-06,0.026012,0.026149,True
872,5,1.7e-05,0.006976,0.012696,True
873,0,0.0,0.0,0.0,False
874,0,0.0,0.0,0.0,False
875,93,0.000313,0.038591,0.07284,True
876,2,7e-06,0.013015,0.013015,True
877,5,1.7e-05,0.021389,0.029709,True
878,3,1e-05,0.012617,0.01747,True
879,1,3e-06,0.012296,0.012296,True
880,695,0.002337,0.034235,0.134434,True
881,0,0.0,0.0,0.0,False
882,19,6.4e-05,0.045284,0.184542,True
883,31,0.000104,0.117126,0.316268,True
884,1,3e-06,0.040089,0.040089,True
885,0,0.0,0.0,0.0,False
886,0,0.0,0.0,0.0,False
887,247,0.000831,0.055465,0.100096,True
888,13783,0.046346,0.184642,0.398575,True
889,2,7e-06,0.003459,0.005587,True
890,0,0.0,0.0,0.0,False
891,3,1e-05,0.001514,0.001766,True
892,583,0.00196,0.076355,0.104934,True
893,0,0.0,0.0,0.0,False
894,0,0.0,0.0,0.0,False
895,4,1.3e-05,0.018413,0.020551,True
896,63,0.000212,0.026537,0.084646,True
897,1029,0.00346,0.085977,0.12667,True
898,0,0.0,0.0,0.0,False
899,1,3e-06,0.008417,0.008417,True
900,17,5.7e-05,0.025978,0.072417,True
901,0,0.0,0.0,0.0,False
902,85,0.000286,0.045885,0.097805,True
903,359,0.001207,0.024916,0.050044,True
904,0,0.0,0.0,0.0,False
905,1571,0.005283,0.081798,0.182638,True
906,6,2e-05,0.003536,0.010217,True
907,16,5.4e-05,0.005457,0.008733,True
908,3648,0.012267,0.143947,0.183641,True
909,1,3e-06,0.071735,0.071735,True
910,9592,0.032253,0.028483,0.148275,True
911,2,7e-06,0.004245,0.004565,True
912,2,7e-06,0.03172,0.043624,True
913,0,0.0,0.0,0.0,False
914,20191,0.067893,0.240422,0.343075,True
915,66,0.000222,0.047506,0.089113,True
916,247290,0.83152,0.197254,0.762447,True
917,271,0.000911,0.095301,0.13915,True
918,0,0.0,0.0,0.0,False
919,2,7e-06,0.001816,0.001819,True
920,5,1.7e-05,0.045611,0.056353,True
921,7,2.4e-05,0.019105,0.027888,True
922,205,0.000689,0.027594,0.060844,True
923,2227,0.007488,0.093349,0.189788,True
924,689,0.002317,0.086344,0.137847,True
925,0,0.0,0.0,0.0,False
926,16,5.4e-05,0.027283,0.047118,True
927,18,6.1e-05,0.00583,0.00959,True
928,0,0.0,0.0,0.0,False
929,131,0.00044,0.024093,0.054655,True
930,543,0.001826,0.066792,0.160275,True
931,1202,0.004042,0.052222,0.096615,True
932,60867,0.204667,0.025573,0.11463,True
933,1,3e-06,0.007222,0.007222,True
934,7483,0.025162,0.074401,0.13506,True
935,14,4.7e-05,0.008556,0.060963,True
936,0,0.0,0.0,0.0,False
937,0,0.0,0.0,0.0,False
938,68472,0.230239,0.047421,0.206904,True
939,0,0.0,0.0,0.0,False
940,0,0.0,0.0,0.0,False
941,17,5.7e-05,0.007859,0.012229,True
942,148,0.000498,0.008563,0.014621,True
943,5638,0.018958,0.104218,0.182591,True
944,85,0.000286,0.015411,0.06353,True
945,0,0.0,0.0,0.0,False
946,1,3e-06,0.023311,0.023311,True
947,3,1e-05,0.012719,0.013542,True
948,1,3e-06,0.011963,0.011963,True
949,78,0.000262,0.00544,0.016704,True
950,152,0.000511,0.030539,0.060041,True
951,5,1.7e-05,0.011248,0.0161,True
952,2,7e-06,0.015926,0.019374,True
953,105,0.000353,0.031525,0.073513,True
954,1,3e-06,0.01254,0.01254,True
955,7,2.4e-05,0.019159,0.02806,True
956,1,3e-06,0.007812,0.007812,True
957,1,3e-06,0.010301,0.010301,True
958,377,0.001268,0.065975,0.347481,True
959,1,3e-06,0.005545,0.005545,True
960,189,0.000636,0.015518,0.02695,True
961,1,3e-06,0.010788,0.010788,True
962,24570,0.082617,0.025215,0.095359,True
963,4,1.3e-05,0.021469,0.035225,True
964,11,3.7e-05,0.0092,0.021769,True
965,4012,0.01349,0.176825,0.260645,True
966,2,7e-06,0.009805,0.010025,True
967,2,7e-06,0.008024,0.008959,True
968,26220,0.088166,0.495257,0.760717,True
969,7,2.4e-05,0.028353,0.071259,True
970,404,0.001358,0.109313,0.134398,True
971,63,0.000212,0.028393,0.044219,True
972,36,0.000121,0.012597,0.034159,True
973,1,3e-06,0.005153,0.005153,True
974,1677,0.005639,0.064608,0.109169,True
975,275,0.000925,0.045561,0.123703,True
976,1,3e-06,0.0177,0.0177,True
977,77962,0.26215,0.086204,0.488465,True
978,7,2.4e-05,0.007587,0.010051,True
979,0,0.0,0.0,0.0,False
980,1,3e-06,0.006127,0.006127,True
981,1,3e-06,0.011891,0.011891,True
982,0,0.0,0.0,0.0,False
983,9192,0.030908,0.094566,0.130123,True
984,1,3e-06,0.01542,0.01542,True
985,82,0.000276,0.028846,0.047948,True
986,2,7e-06,0.028844,0.028844,True
987,0,0.0,0.0,0.0,False
988,455,0.00153,0.120552,0.144887,True
989,5,1.7e-05,0.012061,0.01283,True
990,2475,0.008322,0.072124,0.112414,True
991,446,0.0015,0.116563,0.176245,True
992,1,3e-06,0.003656,0.003656,True
993,2,7e-06,0.004529,0.004529,True
994,1,3e-06,0.024875,0.024875,True
995,0,0.0,0.0,0.0,False
996,0,0.0,0.0,0.0,False
997,35,0.000118,0.040215,0.079286,True
998,57,0.000192,0.038272,0.063177,True
999,5,1.7e-05,0.012316,0.022683,True
1000,22,7.4e-05,0.014507,0.031965,True
1001,0,0.0,0.0,0.0,False
1002,0,0.0,0.0,0.0,False
1003,0,0.0,0.0,0.0,False
1004,297395,1.0,0.92301,1.507365,True
1005,663,0.002229,0.2147,0.270952,True
1006,4379,0.014725,0.048083,0.178322,True
1007,0,0.0,0.0,0.0,False
1008,45,0.000151,0.075609,0.109935,True
1009,0,0.0,0.0,0.0,False
1010,1,3e-06,0.052359,0.052359,True
1011,23,7.7e-05,0.018026,0.03495,True
1012,0,0.0,0.0,0.0,False
1013,1,3e-06,0.020221,0.020221,True
1014,275,0.000925,0.066853,0.124333,True
1015,10,3.4e-05,0.009099,0.012528,True
1016,172,0.000578,0.127139,0.226538,True
1017,0,0.0,0.0,0.0,False
1018,5,1.7e-05,0.01562,0.017776,True
1019,15563,0.052331,0.214363,0.360139,True
1020,15704,0.052805,0.294751,0.380949,True
1021,15761,0.052997,0.178947,0.298054,True
1022,4,1.3e-05,0.004854,0.011167,True
1023,2,7e-06,0.008449,0.008488,True
